text,label
"only just got this message, not ignoring you. yes, i was. shopping that is",ham
he is world famamus....,ham
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl,spam
"u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription",spam
networking job is there.,ham
"themob>hit the link to get a premium pink panther game, the new no. 1 from sugababes, a crazy zebra animation or a badass hoody wallpaper-all 4 free!",spam
your unique user id is 1172. for removal send stop to 87239 customer services 08708034412,spam
they said ü dun haf passport or smth like dat.. or ü juz send to my email account..  ,ham
i have a sore throat. it's scratches when i talk,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam
"goodmorning, today i am late for 1hr.",ham
huh so early.. then ü having dinner outside izzit?,ham
"… we r stayin here an extra week, back next wed. how did we do in the rugby this weekend? hi to and and , c u soon """,ham
thats cool. i want to please you...,ham
i've not sent it. he can send me.,ham
i'm leaving my house now...,ham
"two fundamentals of cool life: ""walk, like you are the king""...! or ""walk like you dont care,whoever is the king""!... gud nyt",ham
ok thanx...,ham
aiyah e rain like quite big leh. if drizzling i can at least run home.,ham
mm have some kanji dont eat anything heavy ok,ham
"perhaps * is much easy give your account identification, so i will tomorrow at uni",ham
i see the letter b on my car,ham
"urgent -call 09066649731from landline. your complimentary 4* ibiza holiday or £10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18+",spam
lmao where's your fish memory when i need it?,ham
"hey, i missed you tm of last night as my phone was on the charge ... *smiles* ... i am meeting a friend shortly",ham
yay! you better not have told that to 5 other girls either.,ham
if we win its really no 1 side for long time.,ham
"urgent! you have won a 1 week free membership in our £100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18",spam
nvm take ur time.,ham
"its ok, called mom instead have fun",ham
hows the street where the end of library walk is?,ham
shall call now dear having food,ham
i have gone into get info bt dont know what to do,ham
"aight that'll work, thanks",ham
sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now! hg/suite342/2lands row/w1j6hl,spam
hcl chennai requires freshers for voice process.excellent english needed.salary upto  &lt;#&gt; .call ms.suman  &lt;#&gt;  for telephonic interview -via indyarocks.com,ham
i will reach ur home in  &lt;#&gt;  minutes,ham
hi da:)how is the todays class?,ham
(that said can you text him one more time?),ham
had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptxt,spam
"nimbomsons. yep phone knows that one. obviously, cos thats a real word",ham
congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,spam
i was just callin to say hi. take care bruv!,ham
ok...,ham
your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,ham
"haha, just what i was thinkin",ham
"yeah that's what i thought, lemme know if anything's goin on later",ham
free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,spam
i know a few people i can hit up and fuck to the yes,ham
want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min gsex pobox 2667 wc1n 3xx,spam
tell them no need to investigate about me anywhere.,ham
i'm not driving... raining! then i'll get caught at e mrt station lor.,ham
"thanks for your ringtone order, ref number r836. your mobile will be charged £4.50. should your tone not arrive please call customer services on 09065069154",spam
bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!,spam
thanks  and ! or bomb and date as my phone wanted to say! ,ham
"i am in tirupur da, once you started from office call me.",ham
ok...,ham
you will be in the place of that man,ham
did u got that persons story,ham
send to someone else :-),ham
(you didn't hear it from me),ham
you need to get up. now.,ham
hanging out with my brother and his family,ham
mom wants to know where you at,ham
"it's wylie, you in tampa or sarasota?",ham
that's one of the issues but california is okay. no snow so its manageable,ham
pls help me tell ashley that i cant find her number oh,ham
"oops, i'll let you know when my roommate's done",ham
not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham
then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.,ham
"ok thats cool. its , just off either raglan rd or edward rd. behind the cricket ground. gimme ring when ur closeby see you tuesday.",ham
i am literally in bed and have been up for like  &lt;#&gt;  hours,ham
"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
"lol, oh you got a friend for the dog ?",ham
wen did you get so spiritual and deep. that's great,ham
nothing. can...,ham
lol no. u can trust me.,ham
"that way transport is less problematic than on sat night. by the way, if u want to ask  n  to join my bday, feel free. but need to know definite nos as booking on fri. ",ham
no got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham
"when i was born, god said, ""oh no! another idiot"". when you were born, god said, ""oh no! competition"". who knew, one day these two will become freinds forever!",ham
ü still got lessons?  ü in sch?,ham
"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz...",ham
you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,spam
sweet heart how are you?,ham
if you don't respond imma assume you're still asleep and imma start calling n shit,ham
are you still getting the goods.,ham
it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,ham
why don't you wait 'til at least wednesday to see if you get your .,ham
rofl. its true to its name,ham
"freemsg you have been awarded a free mini digital camera, just reply snap to collect your prize! (quizclub opt out? stop 80122300p/wk sp:rwm ph:08704050406)",spam
talk with yourself atleast once in a day...!!! otherwise you will miss your best friend in this world...!!! -shakespeare- shesil  &lt;#&gt;,ham
are you up for the challenge? i know i am :),ham
why must we sit around and wait for summer days to celebrate. such a magical sight when the worlds dressed in white. oooooh let there be snow.,ham
i said its okay. sorry,ham
in e msg jus now. u said thanks for gift.,ham
tired. i haven't slept well the past few nights.,ham
tell rob to mack his gf in the theater,ham
"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs.",ham
when did dad get back.,ham
oh that was a forwarded message. i thought you send that to me,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
can you just come in for a sec? there's somebody here i want you to see,ham
lol for real. she told my dad i have cancer,ham
oh ok.. wat's ur email?,ham
good morning my dear shijutta........... have a great &amp; successful day.,ham
splashmobile: choose from 1000s of gr8 tones each wk! this is a subscrition service with weekly tones costing 300p. u have one credit - kick back and enjoy,spam
what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.,ham
"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm",spam
well i wasn't available as i washob nobbing with last night so they had to ask nickey platt instead of me!;,ham
no message..no responce..what happend?,ham
"freemsg hey u, i just got 1 of these video/pic fones, reply wild to this txt & ill send u my pics, hurry up im so bored at work xxx (18 150p/rcvd stop2stop)",spam
i hope you know i'm still mad at you.,ham
"not yet chikku..going to room nw, i'm in bus..",ham
i lost 4 pounds since my doc visit last week woot woot! now i'm gonna celebrate by stuffing my face!,ham
you still around? looking to pick up later,ham
alrite sam its nic just checkin that this is ur number-so is it?t.b*,ham
"yeah, we can probably swing by once my roommate finishes up with his girl",ham
ok lor ü reaching then message me.,ham
and i don't plan on staying the night but i prolly won't be back til late,ham
yes.i'm in office da:),ham
i think its far more than that but find out. check google maps for a place from your dorm.,ham
you didn't have to tell me that...now i'm thinking. plus he's going to stop all your runs,ham
sorry me going home first... daddy come fetch ü later...,ham
hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,spam
where are you ? you said you would be here when i woke ... :-(,ham
just sleeping..and surfing,ham
"good afternoon, my love! how goes that day ? i hope maybe you got some leads on a job. i think of you, boytoy and send you a passionate kiss from across the sea",ham
valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201,spam
you have an important customer service announcement from premier. call freephone 0800 542 0578 now!,spam
customer place i will call you,ham
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy!",ham
hey mr whats the name of that bill brison book the one about language and words ,ham
"sorry, i'll call later",ham
at what time should i come tomorrow,ham
"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",ham
"nothing much, chillin at home. any super bowl plan?",ham
k i'll be there before 4.,ham
this weekend is fine (an excuse not to do too much decorating),ham
"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876",spam
wanna do some art?! :d,ham
you can jot down things you want to remember later.,ham
was the farm open?,ham
oh ok..,ham
kent vale lor... ü wait 4 me there ar?,ham
filthy stories and girls waiting for your,spam
they have a thread on the wishlist section of the forums where ppl post nitro requests. start from the last page and collect from the bottom up.,ham
"haha... sounds crazy, dunno can tahan anot...",ham
i dont. can you send it to me. plus how's mode.,ham
k do i need a login or anything,ham
gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm,spam
i dont know ask to my brother. nothing problem some thing that. just i told .,ham
nah dub but je still buff,ham
thats cool. i liked your photos. you are very sexy!,ham
no current and food here. i am alone also,ham
"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around",ham
yes there were many sweets,ham
no just send to you. bec you in temple na.,ham
oic... then better quickly go bathe n settle down...,ham
cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
i sent them. do you like?,ham
are you in town? this is v. important,ham
try neva mate!!,ham
ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
"i just got home babe, are you still awake ?",ham
i'm working technical support :)voice process.networking field.,ham
call freephone 0800 542 0578 now!,spam
i'm in a movie. call me 4 wat?,ham
you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx,spam
"er yeah, i will b there at 15:26, sorry! just tell me which pub/cafe to sit in and come wen u can",ham
welcome! please reply with your age and gender to begin. e.g 24m,spam
"sorry da thangam, very very sorry i am held up with prasad.",ham
ill b down soon,ham
hiya stu wot u up 2.im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan ,ham
tiwary to rcb.battle between bang and kochi.,ham
anytime...,ham
wait  &lt;#&gt;  min..,ham
k...k...yesterday i was in cbe .,ham
k.:)you are the only girl waiting in reception ah?,ham
"i wonder how you got online, my love ? had you gone to the net cafe ? did you get your phone recharged ? were you on a friends net ? i think of you, boytoy",ham
black shirt n blue jeans... i thk i c ü...,ham
heehee that was so funny tho,ham
ok. but i finish at 6.,ham
networking technical support associate.,ham
"solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.",ham
lol yes. but it will add some spice to your day.,ham
waiting in e car 4 my mum lor. u leh? reach home already?,ham
im fine babes aint been up 2 much tho! saw scary movie yest its quite funny! want 2mrw afternoon? at town or mall or sumthin?xx,ham
for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..,ham
"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched...",ham
i accidentally brought em home in the box,ham
long beach lor. expected... u having dinner now?,ham
er yep sure. props?,ham
lol enjoy role playing much?,ham
me 2 babe i feel the same lets just 4get about it+both try +cheer up+not fit soo muchxxlove u locaxx,ham
i am 6 ft. we will be a good combination!,ham
"hiya, probably coming home * weekend after next",ham
"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",ham
ok can...,ham
"all done, all handed in. don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham
74355 xmas iscoming & ur awarded either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc,spam
"time n smile r the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
2marrow only. wed at  &lt;#&gt;  to 2 aha.,ham
check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham
"nothing. i meant that once the money enters your account here, the bank will remove its flat rate. someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. so the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham
nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you,ham
ok lar i double check wif da hair dresser already he said wun cut v short. he said will cut until i look nice.,ham
reminder: you have not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to collect your content.,spam
check audrey's status right now,ham
in fact when do you leave? i think addie goes back to school tues or wed,ham
"me, i dont know again oh",ham
hi.:)technical support.providing assistance to us customer through call and email:),ham
mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... i fucking love you so much i can barely stand it ...,ham
what you did in  leave.,ham
lol where do u come up with these ideas?,ham
hhahhaahahah rofl wtf nig was leonardo in your room or something,ham
"what part of ""don't initiate"" don't you understand",ham
get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk,spam
i think it's all still in my car,ham
you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham
i dunno until when... lets go learn pilates...,ham
ok,ham
"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop texts txt stop to 80062.",spam
"sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham
dunno he jus say go lido. same time 930.,ham
is it ok if i stay the night here? xavier has a sleeping bag and i'm getting tired,ham
am i that much dirty fellow?,ham
where @,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,spam
i wonder if you'll get this text?,ham
aight what time you want me to come up?,ham
sorry de i went to shop.,ham
missed call alert. these numbers called but left no message. 07008009200,spam
my tuition is at 330. hm we go for the 1120 to 1205 one? do you mind?,ham
"hello! just got here, st andrews-boy its a long way! its cold. i will keep you posted",ham
mark works tomorrow. he gets out at 5. his work is by your house so he can meet u afterwards.,ham
done it but internet connection v slow and can‘t send it. will try again later or first thing tomo.,ham
can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",ham
lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.,ham
watching tv lor... y she so funny we bluff her 4 wat. izzit because she thk it's impossible between us?,ham
unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. we should try to go out one of th,ham
i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
i'm doing da intro covers energy trends n pros n cons... brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham
"449050000301 you have won a £2,000 price! to claim, call 09050000301.",spam
you getting back any time soon?,ham
rct' thnq adrian for u text. rgds vatian,spam
dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,ham
3 pa but not selected.,ham
hello beautiful r u ok? i've kinda ad a row wiv and he walked out the pub?? i wanted a night wiv u miss u ,ham
but am going to college pa. what to do. are else ill come there it self. pa.,ham
 &lt;decimal&gt; m but its not a common car here so its better to buy from china or asia. or if i find it less expensive. i.ll holla,ham
"well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",spam
oh k. . i will come tomorrow,ham
already am squatting is the new way of walking,ham
with my sis lor... we juz watched italian job.,ham
"urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm",spam
"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever....",ham
enjoy urself tmr...,ham
wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-),ham
good. no swimsuit allowed :),ham
gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm ,spam
"yo, i'm at my parents' gettin cash. good news: we picked up a downstem",ham
boo what time u get out? u were supposed to take me shopping today. :(,ham
just nw i came to hme da..,ham
getting tickets 4 walsall tue 6 th march. my mate is getting me them on sat. ill pay my treat. want 2 go. txt bak .terry,ham
yup,ham
cps is causing the outages to conserve energy.,ham
message from . i am at truro hospital on ext. you can phone me here. as i have a phone by my side,ham
ok lor wat time ü finish?,ham
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
"text me when you get off, don't call, my phones having problems",ham
does not operate after  &lt;#&gt;  or what,ham
where are you ? what do you do ? how can you stand to be away from me ? doesn't your heart ache without me ? don't you wonder of me ? don't you crave me ?,ham
hows that watch resizing,ham
"just sent you an email – to an address with incomm in it, is that right?",ham
yes:)here tv is always available in work place..,ham
"i know dat feelin had it with pete! wuld get with em , nuther place nuther time mayb?",ham
sday only joined.so training we started today:),ham
stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday,ham
the wine is flowing and i'm i have nevering..,ham
today am going to college so am not able to atten the class.,ham
you tell what happen dont behave like this to me. ok no need to say,ham
"cool, i'll text you when i'm on the way",ham
where's my boytoy? i miss you ... what happened?,ham
"night night, see you tomorrow",ham
"haha... where got so fast lose weight, thk muz go 4 a month den got effect... gee,later we go aust put bk e weight.",ham
congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing,ham
what does the dance river do?,ham
hi darlin i finish at 3 do u 1 2 pick me up or meet me? text back on this number luv kate xxx,ham
whom you waited for yesterday,ham
ha ha - had popped down to the loo when you hello-ed me. hello!,ham
"auction round 4. the highest bid is now £54. next maximum bid is £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck.",spam
otherwise had part time job na-tuition..,ham
yes. rent is very expensive so its the way we save.,ham
"haha yeah, 2 oz is kind of a shitload",ham
sen told that he is going to join his uncle finance in cbe,ham
"thanks, i'll keep that in mind",ham
"no shit, but i wasn't that surprised, so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn't let him fuck me",ham
nan sonathaya soladha. why boss?,ham
ron say fri leh. n he said ding tai feng cant make reservations. but he said wait lor.,ham
you can donate £2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. £2.50 will be added to your next bill,spam
nothin comes to my mind. ü help me buy hanger lor. ur laptop not heavy?,ham
"it wont b until 2.15 as trying 2 sort house out, is that ok?",ham
ok i go change also...,ham
thanks for understanding. i've been trying to tell sura that.,ham
yeah we do totes. when u wanna?,ham
gud mrng dear have a nice day,ham
"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
hey next sun 1030 there's a basic yoga course... at bugis... we can go for that... pilates intro next sat.... tell me what time you r free,ham
urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,spam
u don't remember that old commercial?,ham
got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.,ham
"and very importantly, all we discuss is between u and i only.",ham
"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service",spam
shuhui say change 2 suntec steamboat? u noe where? where r u now?,ham
taka lor. wat time u wan 2 come n look 4 us?,ham
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",spam
its just the effect of irritation. just ignore it,ham
gud mrng dear hav a nice day,ham
horrible gal. me in sch doing some stuff. how come u got mc?,ham
"yes, i'm small kid.. and boost is the secret of my energy..",ham
ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema. ,ham
sorry i now then c ur msg... yar lor so poor thing... but only 4 one night... tmr u'll have a brand new room 2 sleep in...,ham
mm yes dear look how i am hugging you both. :-p,ham
senthil group company apnt 5pm.,ham
"good afternoon, my love ... how goes your day ? how did you sleep ? i hope your well, my boytoy ... i think of you ...",ham
i only work from mon to thurs but sat i cant leh... booked liao... which other day u free?,ham
"jane babes not goin 2 wrk, feel ill after lst nite. foned in already cover 4 me chuck.:-)",ham
my birthday is on feb  &lt;#&gt;  da. .,ham
i wish! i don't think its gonna snow that much. but it will be more than those flurries we usually get that melt before they hit the ground. eek! we haven't had snow since &lt;#&gt; before i was even born!,ham
"good afternoon, babe. how goes that day ? any job prospects yet ? i miss you, my love ... *sighs* ... :-(",ham
yes. i come to nyc for audiitions and am trying to relocate.,ham
"dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl",ham
"sry can't talk on phone, with parents",ham
i'll reach in ard 20 mins ok...,ham
santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time. calls1.50ppm last 3mins 30s t&c www.santacalling.com,spam
"some friends want me to drive em someplace, probably take a while",ham
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham
call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!,spam
thnx dude. u guys out 2nite?,ham
argh why the fuck is nobody in town ;_;,ham
"hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
nope. meanwhile she talk say make i greet you.,ham
prof: you have passed in all the papers in this sem congrats . . . . student: enna kalaachutaarama..!! prof:???? gud mrng!,ham
i called and said all to him:)then he have to choose this future.,ham
ok... take ur time n enjoy ur dinner...,ham
and you! will expect you whenever you text! hope all goes well tomo ,ham
"ok that would b lovely, if u r sure. think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... up to u! wot about ? ",ham
"wow. you're right! i didn't mean to do that. i guess once i gave up on boston men and changed my search location to nyc, something changed. cuz on my signin page it still says boston.",ham
which is weird because i know i had it at one point,ham
hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r.,ham
you have 1 new voicemail. please call 08719181503,spam
just got outta class gonna go gym.,ham
most of the tiime when i don't let you hug me it's so i don't break into tears.,ham
they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,ham
your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,spam
"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me.",ham
idea will soon get converted to live:),ham
both :) i shoot big loads so get ready!,ham
ok.,ham
as in i want custom officer discount oh.,ham
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,spam
hope you are not scared!,ham
send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p,spam
ringtone club: gr8 new polys direct to your mobile every week !,spam
don't forget who owns you and who's private property you are ... and be my good boy always .. *passionate kiss*,ham
"tunji, how's the queen? how are you doing. this is just wishing you a great day. abiola.",ham
my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,ham
that would be great. we'll be at the guild. could meet on bristol road or somewhere - will get in touch over weekend. our plans take flight! have a good week,ham
shall i get my pouch?,ham
"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.",ham
dude im no longer a pisces. im an aquarius now.,ham
urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid12hrs only,spam
i might go 2 sch. yar at e salon now v boring.,ham
it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,ham
"oh... i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... okie lor, u call me when ready...",ham
camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.,spam
studying. but i.ll be free next weekend.,ham
i think i am disturbing her da,ham
how to make a girl happy? it's not at all difficult to make girls happy. u only need to be... 1. a friend 2. companion 3. lover 4. chef . . .  &lt;#&gt; . good listener  &lt;#&gt; . organizer  &lt;#&gt; . good boyfriend  &lt;#&gt; . very clean  &lt;#&gt; . sympathetic  &lt;#&gt; . athletic  &lt;#&gt; . warm . . .  &lt;#&gt; . courageous  &lt;#&gt; . determined  &lt;#&gt; . true  &lt;#&gt; . dependable  &lt;#&gt; . intelligent . . .  &lt;#&gt; . psychologist  &lt;#&gt; . pest exterminator  &lt;#&gt; . psychiatrist  &lt;#&gt; . healer . .  &lt;#&gt; . stylist  &lt;#&gt; . driver . . aaniye pudunga venaam..,ham
are you the cutest girl in the world or what,ham
lol your right. what diet? everyday i cheat anyway. i'm meant to be a fatty :(,ham
am in gobi arts college,ham
ok then no need to tell me anything i am going to sleep good night,ham
"just wondering, the others just took off",ham
win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,spam
what i meant to say is cant wait to see u again getting bored of this bridgwater banter,ham
a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.,ham
guai... ü shd haf seen him when he's naughty... ü so free today? can go jogging...,ham
the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free,ham
still work going on:)it is very small house.,ham
you should change your fb to jaykwon thuglyfe falconerf,ham
"thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994",spam
probably gonna swing by in a wee bit,ham
hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls£1/minmobsmorelkpobox177hp51fl,spam
i thk u dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui.,ham
ofcourse i also upload some songs,ham
i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.,ham
ya srsly better than yi tho,ham
"haha awesome, i've been to 4u a couple times. who all's coming?",ham
"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099801 b4190604, pobox 7876150ppm",spam
